time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,Total,500,13242,26.484
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,1 to 30,426,8853,20.78169014
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,31 to 35,52,1634,31.42307692
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,36 plus,2,106,53
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,Total,480,10593,22.06875
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Infant (Reception plus KS1),1 to 30,805,20084,24.94906832
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Infant (Reception plus KS1),31 to 35,12,373,31.08333333
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Infant (Reception plus KS1),Total,817,20457,25.03916769
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,KS2,1 to 30,920,22976,24.97391304
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,KS2,31 to 35,270,8698,32.21481481
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,KS2,36 plus,13,482,37.07692308
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,KS2,Total,1203,32156,26.72984206
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,1 to 30,1990,48406,24.32462312
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,31 to 35,290,9337,32.19655172
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,36 plus,20,767,38.35
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,Total,2300,58510,25.43913043
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,1 to 30,1682,35254,20.95957194
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,31 to 35,212,6745,31.81603774
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,36 plus,3,125,41.66666667
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,Total,1897,42124,22.20558777
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Infant (Reception plus KS1),1 to 30,315,8427,26.75238095
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Infant (Reception plus KS1),31 to 35,9,280,31.11111111
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Infant (Reception plus KS1),Total,324,8707,26.87345679
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,KS2,1 to 30,381,10353,27.17322835
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,KS2,31 to 35,72,2283,31.70833333
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,KS2,36 plus,1,37,37
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,KS2,Total,454,12673,27.91409692
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,1 to 30,746,19714,26.42627346
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,31 to 35,85,2695,31.70588235
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,36 plus,7,280,40
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,Total,838,22689,27.075179
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,1 to 30,693,14900,21.5007215
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,31 to 35,70,2212,31.6
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,Total,763,17112,22.42726081
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Infant (Reception plus KS1),1 to 30,654,16914,25.86238532
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Infant (Reception plus KS1),31 to 35,35,1106,31.6
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Infant (Reception plus KS1),Total,689,18020,26.15384615
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,KS2,1 to 30,746,20074,26.90884718
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,KS2,31 to 35,152,4882,32.11842105
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,KS2,36 plus,9,331,36.77777778
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,KS2,Total,907,25287,27.87982359
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,1 to 30,1621,42297,26.09315238
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,31 to 35,211,6754,32.00947867
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,36 plus,10,367,36.7
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,Total,1842,49418,26.82844734
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,1 to 30,1449,32833,22.65907522
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,31 to 35,238,7534,31.65546218
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,36 plus,6,272,45.33333333
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,Total,1693,40639,24.00413467
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Infant (Reception plus KS1),1 to 30,398,10850,27.26130653
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Infant (Reception plus KS1),31 to 35,16,498,31.125
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Infant (Reception plus KS1),Total,414,11348,27.41062802
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,KS2,1 to 30,520,14498,27.88076923
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,KS2,31 to 35,62,1935,31.20967742
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,KS2,36 plus,1,40,40
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,KS2,Total,583,16473,28.25557461
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,1 to 30,1061,28597,26.95287465
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,31 to 35,86,2684,31.20930233
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,36 plus,6,243,40.5
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,Total,1153,31524,27.34084996
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,1 to 30,862,19333,22.42807425
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,31 to 35,78,2467,31.62820513
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,36 plus,1,86,86
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,Total,941,21886,23.25823592
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Infant (Reception plus KS1),1 to 30,44,1040,23.63636364
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Infant (Reception plus KS1),31 to 35,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Infant (Reception plus KS1),Total,44,1040,23.63636364
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,KS2,1 to 30,56,1419,25.33928571
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,KS2,31 to 35,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,KS2,Total,56,1419,25.33928571
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,1 to 30,106,2567,24.21698113
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,31 to 35,1,33,33
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,Total,107,2600,24.29906542
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,1 to 30,113,2557,22.62831858
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,31 to 35,11,348,31.63636364
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,Total,124,2905,23.42741935
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Infant (Reception plus KS1),1 to 30,906,23488,25.92494481
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Infant (Reception plus KS1),31 to 35,19,593,31.21052632
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Infant (Reception plus KS1),Total,925,24081,26.03351351
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,KS2,1 to 30,1037,27456,26.47637416
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,KS2,31 to 35,214,6828,31.90654206
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,KS2,36 plus,8,293,36.625
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,KS2,Total,1259,34577,27.46386021
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,1 to 30,2199,55822,25.38517508
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,31 to 35,260,8300,31.92307692
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,36 plus,26,1029,39.57692308
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,Total,2485,65151,26.21770624
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,1 to 30,1880,38114,20.27340426
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,31 to 35,288,9153,31.78125
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,36 plus,6,343,57.16666667
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,Total,2174,47610,21.89972401
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Infant (Reception plus KS1),1 to 30,341,9323,27.34017595
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Infant (Reception plus KS1),31 to 35,5,155,31
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Infant (Reception plus KS1),36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Infant (Reception plus KS1),Total,346,9478,27.39306358
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,KS2,1 to 30,418,11692,27.97129187
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,KS2,31 to 35,38,1195,31.44736842
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,KS2,36 plus,0,0,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,KS2,Total,456,12887,28.26096491
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary,1 to 30,854,22508,26.3559719
