time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,One on one tuition,13
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,26
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,Total,49
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,Education setting with URN,15
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,Non-maintained further education college,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,One on one tuition,11
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,Other unregistered provider,22
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,Total,51
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Other,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Education setting with URN,25
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Non-maintained further education college,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,One on one tuition,30
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Other unregistered provider,63
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Registered provider with UKPRN,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Total,126
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Total,Total,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (mental health need),Education setting with URN,55
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (mental health need),Other unregistered provider,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (mental health need),Total,63
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (physical health need),Education setting with URN,12
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (physical health need),Total,14
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,Education setting with URN,242
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,One on one tuition,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,62
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,Total,325
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Other,Education setting with URN,36
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Other,One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Other,Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Other,Total,39
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Suspension,Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Suspension,Total,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,Total,Education setting with URN,348
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,Total,One on one tuition,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,Total,Other unregistered provider,21
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,Total,Registered provider with UKPRN,69
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Total,Total,Total,444
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (mental health need),Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (mental health need),Total,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (physical health need),Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (physical health need),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Off-site placement for behavioural support,Education setting with URN,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Off-site placement for behavioural support,Total,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Other,Education setting with URN,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Other,Total,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Total,Total,Education setting with URN,31
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Total,Total,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Total,Total,Total,32
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (mental health need),Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (mental health need),One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (mental health need),Total,7
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (physical health need),Education setting with URN,1
